Isoform	Sample	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes	Source_File
PB.59138.483	Patient4	0	6	0	1450		4137.931034482759		25.0		6866.4169787765295		7679.858053412392	HARS1	0.0	453.0		0.0132450331125827	7679.858053412392	3983.443837789031	-0.8891620324426472	-27.882507270735267	0.8208021906566388	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.59138.483	Patient8	0	7	0	1359		5150.84621044886		21.0		6866.4169787765295		7679.858053412392	HARS1	0.0	410.0		0.0170731707317073	7679.858053412392	3983.443837789031	-0.6348807579441698	-31.94929154342156	0.5104854234359535	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.59138.484	Patient13	0	0	0	2218		0.0		25.0		645.9948320413437		1392.177547937169	HARS1	0.0	548.0		0.0	1392.177547937169	1944.293188903232	-0.7160327238108007	0.0	1.7263604715726115	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.59138.484	Patient26	0	0	0	1469		0.0		25.0		645.9948320413437		1392.177547937169	HARS1	0.0	547.0		0.0	1392.177547937169	1944.293188903232	-0.7160327238108007	0.0	1.7263604715726115	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.59138.487	Patient2	0	0	0	1085		0.0		31.0		4369.538077403247		4418.789350323991	HARS1	0.0	71.0		0.0	4418.789350323991	2292.5320576869085	-1.927471127615292	115.3113710023031	5.486140690605428	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.59138.526	Patient15	0	0	0	2573		0.0		23.5		0.0		1967.990913701071	HARS1	0.0	988.0		0.0	1967.990913701071	4137.904950127479	-0.4756008021983302	0.0	0.7900814608712654	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.12	Patient11	0	29	0	1367		21214.33796634967		31.0		59763.724808895066		66103.79118478937	VTA1	0.0	810.0		0.0358024691358024	66103.79118478937	26587.832262364933	-1.6883457355784774	5.97393326760625	2.872665168529361	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.15	Patient5	0	0	0	1596		0.0		31.0		1663.8935108153078		2160.3392508303905	VTA1	0.0	676.0		0.0	2160.3392508303905	1585.6889737159845	-1.362397851432202	98.00965077410376	5.365870056881563	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.18	Patient18	0	46	0	1387		33165.10454217736		31.0		52119.5274496178		53498.15672269605	VTA1	0.0	699.0		0.0658082975679542	53498.15672269605	12198.719000430292	-1.666818637252114	1.19009934288311	2.2714890317633354	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.21	Patient16	0	249	0	1271		195908.7332808812		31.0		280207.1346375144		283911.87846636825	VTA1	0.0	567.0		0.4391534391534391	283911.87846636825	57023.01363157352	-1.5432917269872224	0.6463158142552664	1.939956921787241	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.26	Patient21	0	0	0	1328		0.0		30.0		2927.400468384076		3201.7783566946323	VTA1	0.0	737.0		0.0	3201.7783566946323	2207.5462473473685	-1.4503788360230063	0.0	3.248367895521861	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.26	Patient23	0	0	0	1159		0.0		30.0		2927.400468384076		3201.7783566946323	VTA1	0.0	581.0		0.0	3201.7783566946323	2207.5462473473685	-1.4503788360230063	0.0	3.248367895521861	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.26	Patient28	0	0	0	1202		0.0		30.0		2927.400468384076		3201.7783566946323	VTA1	0.0	786.0		0.0	3201.7783566946323	2207.5462473473685	-1.4503788360230063	0.0	3.248367895521861	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.42	Patient7	0	7	0	1726		4055.619930475087		31.0		12509.197939661515		13172.93256224263	VTA1	0.0	856.0		0.0081775700934579	13172.93256224263	5972.344137788004	-1.526588626077457	1.5526198344749196	2.487085545205184	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.70308.51	Patient3	0	3	0	2019		1485.8841010401188		30.0		4864.489228630994		6201.890516865472	VTA1	0.0	1000.0		0.003	6201.890516865472	4445.690786137766	-1.060803965613278	-3.0150753507119545	1.8475258025252008	1.0	1.0	1.0	1.0	1.0		Noncyclo_LOE_isoform_top_ranked_data.tsv.gz
PB.161551.263	Patient28	0	81	0	1202		67387.68718801996		1.0		0.0		2173.7963609038698	SRSF6	0.0	165.0		0.4909090909090909	2173.7963609038698	12103.185910290156	5.388159060803246	16.04021880022073	5.5677643628300215	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.161551.53	Patient10	0	29	0	1394		20803.44332855093		1.0		0.0		1425.0313944161403	SRSF6	0.0	248.0		0.1169354838709677	1425.0313944161403	4752.663922463373	4.077378971095159	0.326236919456029	3.227265834347796	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.161551.53	Patient30	0	30	0	1808		16592.920353982303		2.0		0.0		1425.0313944161403	SRSF6	0.0	127.0		0.2362204724409448	1425.0313944161403	4752.663922463373	3.1914499335573536	-0.326236919456029	3.083735785167489	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.161551.53	Patient5	0	9	0	1596		5639.097744360902		3.0		0.0		1425.0313944161403	SRSF6	0.0	354.0		0.0254237288135593	1425.0313944161403	4752.663922463373	0.8866745931743796	-1.883099615991674	2.741259863415072	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.161551.604	Patient15	0	6	0	2573		2331.908278274388		5.0		602.0469596628537		1023.0107634617356	SRSF6	0.0	294.0		0.0204081632653061	1023.0107634617356	1386.4623156152315	0.9440556011303054	-10.268369657697326	1.1756957689463767	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.161551.604	Patient18	0	2	0	1387		1441.9610670511895		10.0		602.0469596628537		1023.0107634617356	SRSF6	0.0	82.0		0.024390243902439	1023.0107634617356	1386.4623156152315	0.3021721534519661	-15.981768047705428	1.0652628714314398	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.479	Patient17	0	523	0	1227		426242.8687856561		4.0		342731.82957393484		326621.0361678374	HARS1	0.0	543.0		0.9631675874769796	326621.0361678374	90356.74934833543	1.1025389175275149	-3.661918283279985	0.5830806501334125	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient16	0	3	0	1271		2360.3461841070025		6.0		0.0		797.0790902521202	HARS1	0.0	647.0		0.0046367851622874	797.0790902521202	1303.724815679256	1.1990775009068164	-1.0689688722092785	2.090825856961327	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient20	0	4	0	1738		2301.4959723820484		7.0		0.0		797.0790902521202	HARS1	0.0	781.0		0.0051216389244558	797.0790902521202	1303.724815679256	1.1539374444952244	-1.1053798022469503	2.0840319044206543	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient21	0	4	0	1328		3012.0481927710844		3.0		0.0		797.0790902521202	HARS1	0.0	461.0		0.0086767895878524	797.0790902521202	1303.724815679256	1.6989544694406535	-0.7173546863694377	2.15643390621334	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient24	0	4	0	1661		2408.187838651415		5.0		0.0		797.0790902521202	HARS1	0.0	805.0		0.0049689440993788	797.0790902521202	1303.724815679256	1.2357736303116145	-1.0400315534798985	2.096225300751924	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient25	0	6	0	1946		3083.247687564234		2.0		0.0		797.0790902521202	HARS1	0.0	738.0		0.008130081300813	797.0790902521202	1303.724815679256	1.753566833903513	-0.6836598061158989	2.1627210682569724	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient3	0	10	0	2019		4952.947003467063		1.0		0.0		797.0790902521202	HARS1	0.0	838.0		0.0119331742243436	797.0790902521202	1303.724815679256	3.1876879715982755	0.6836598061158988	2.417850628084825	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient4	0	4	0	1450		2758.620689655172		4.0		0.0		797.0790902521202	HARS1	0.0	453.0		0.0088300220750551	797.0790902521202	1303.724815679256	1.5045672029960293	-0.844108453000519	2.1327827917278794	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.482	Patient6	0	2	0	1602		1248.4394506866415		8.0		0.0		797.0790902521202	HARS1	0.0	657.0		0.0030441400304414	797.0790902521202	1303.724815679256	0.3462083063896866	-1.9872974465351247	1.9194739924454147	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.483	Patient27	0	21	0	1439		14593.467685892982		2.0		6866.4169787765295		7679.858053412392	HARS1	0.0	534.0		0.0393258426966292	7679.858053412392	3983.443837789031	1.735586069243521	-1.979854838329124	1.1784812932067197	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.526	Patient12	0	21	0	1791		11725.293132328308		3.0		0.0		1967.990913701071	HARS1	0.0	520.0		0.0403846153846153	1967.990913701071	4137.904950127479	2.358029567191154	-0.389722967870063	2.0137875793856703	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.59138.526	Patient7	0	6	0	1726		3476.245654692932		5.0		0.0		1967.990913701071	HARS1	0.0	605.0		0.0099173553719008	1967.990913701071	4137.904950127479	0.3644971934276535	-2.143453097559342	1.981998678129284	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.12	Patient1	0	182	0	1717		105998.8351776354		3.0		59763.724808895066		66103.79118478937	VTA1	0.0	979.0		0.1859039836567926	66103.79118478937	26587.832262364933	1.5005000633059304	-2.3867637296897426	1.3921291475985142	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.12	Patient22	0	222	0	2106		105413.1054131054		4.0		59763.724808895066		66103.79118478937	VTA1	0.0	1319.0		0.1683093252463988	66103.79118478937	26587.832262364933	1.4784700700838391	-2.513257361337241	1.3793806243813236	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.12	Patient29	0	209	0	1857		112547.11900915456		2.0		59763.724808895066		66103.79118478937	VTA1	0.0	1270.0		0.1645669291338582	66103.79118478937	26587.832262364933	1.7467888079806229	-1.0183587604363111	1.530042355511315	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.16	Patient11	0	383	0	1367		280175.566934894		2.0		109988.34045860864		133455.12353472013	VTA1	0.0	810.0		0.4728395061728395	133455.12353472013	57036.77582221597	2.572383191109933	-1.941355142858516	2.538328658836671	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.16	Patient13	0	516	0	2218		232642.0198376916		3.0		109988.34045860864		133455.12353472013	VTA1	0.0	1281.0		0.4028103044496487	133455.12353472013	57036.77582221597	1.738999003242009	-6.425261456976661	2.047496697244567	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.18	Patient2	0	100	0	1085		92165.89861751151		1.0		52119.5274496178		53498.15672269605	VTA1	0.0	937.0		0.1067235859124866	53498.15672269605	12198.719000430292	3.169819871533358	5.752354563889251	3.397289671747698	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.18	Patient9	0	123	0	1722		71428.57142857142		2.0		52119.5274496178		53498.15672269605	VTA1	0.0	1124.0		0.1094306049822064	53498.15672269605	12198.719000430292	1.4698604587287325	-5.75235456388925	1.3467014996313602	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.19	Patient14	0	11	0	1708		6440.281030444965		1.0		1742.1602787456443		2370.0747777365027	VTA1	0.0	1194.0		0.0092127303182579	2370.0747777365027	1577.71053226462	2.579818141206267	2.362715672224849	2.110541558957475	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.19	Patient8	0	6	0	1359		4415.0110375275935		5.0		1742.1602787456443		2370.0747777365027	VTA1	0.0	726.0		0.0082644628099173	2370.0747777365027	1577.71053226462	1.296141603907418	-5.860733864891674	1.3511845565100458	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.42	Patient19	0	45	0	1548		29069.767441860466		1.0		12509.197939661515		13172.93256224263	VTA1	0.0	912.0		0.0493421052631578	13172.93256224263	5972.344137788004	2.661741271578097	3.904976398929449	2.111141948361615	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.42	Patient26	0	35	0	1469		23825.73179033356		2.0		12509.197939661515		13172.93256224263	VTA1	0.0	695.0		0.0503597122302158	13172.93256224263	5972.344137788004	1.7836881101155773	-3.90497639892945	1.30791401226979	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.51	Patient23	0	12	0	1159		10353.753235547883		3.0		4864.489228630994		6201.890516865472	VTA1	0.0	581.0		0.0206540447504302	6201.890516865472	4445.690786137766	0.9339072190149738	-14.910542417327424	1.1206216405132343	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
PB.70308.51	Patient31	0	25	0	1858		13455.328310010764		2.0		4864.489228630994		6201.890516865472	VTA1	0.0	1178.0		0.0212224108658743	6201.890516865472	4445.690786137766	1.6315659685020023	-10.292269250414195	1.4957925293246903	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz
