Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,Cyclo_TPM_Median,Noncyclo_TPM_Median,Cyclo_TPM_Mean,Noncyclo_TPM_Mean,associated_gene
PB.161541.3,Patient9,0,0,0,1722,,0.0,,30.0,,2971.7682020802376,,4217.210237181577,novelGene_SRSF6_AS
PB.161541.4,Patient1,0,0,0,1717,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient10,0,1,0,1394,,717.3601147776184,,20.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient11,0,3,0,1367,,2194.5866861741038,,6.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient12,0,2,0,1791,,1116.6945840312674,,15.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient13,0,1,0,2218,,450.8566275924256,,24.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient14,0,0,0,1708,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient15,0,2,0,2573,,777.3027594247959,,18.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient16,0,1,0,1271,,786.7820613690008,,17.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient17,0,6,0,1227,,4889.975550122249,,3.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient18,0,2,0,1387,,1441.9610670511895,,11.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient19,0,1,0,1548,,645.9948320413437,,21.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient2,0,0,0,1085,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient20,0,4,0,1738,,2301.4959723820484,,5.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient21,0,0,0,1328,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient22,0,1,0,2106,,474.8338081671415,,23.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient23,0,9,0,1159,,7765.314926660914,,1.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient24,0,9,0,1661,,5418.4226369656835,,2.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient25,0,3,0,1946,,1541.623843782117,,10.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient26,0,2,0,1469,,1361.4703880190605,,12.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient27,0,5,0,1439,,3474.6351633078525,,4.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient28,0,2,0,1202,,1663.8935108153078,,9.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient29,0,4,0,1857,,2154.0118470651587,,7.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient3,0,1,0,2019,,495.2947003467063,,22.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient30,0,2,0,1808,,1106.1946902654868,,16.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient31,0,0,0,1858,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient4,0,3,0,1450,,2068.9655172413795,,8.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient5,0,0,0,1596,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient6,0,0,0,1602,,0.0,,28.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient7,0,2,0,1726,,1158.7485515643104,,14.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient8,0,1,0,1359,,735.8351729212657,,19.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161541.4,Patient9,0,2,0,1722,,1161.4401858304298,,13.0,,1106.1946902654868,,1480.764361223189,novelGene_SRSF6_AS
PB.161551.113,Patient1,0,0,0,1717,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient10,0,0,0,1394,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient11,0,0,0,1367,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient12,0,0,0,1791,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient13,0,0,0,2218,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient14,0,0,0,1708,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient15,0,0,0,2573,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient16,0,0,0,1271,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient17,0,0,0,1227,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient18,0,0,0,1387,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient19,0,0,0,1548,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient2,0,0,0,1085,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient20,0,1,0,1738,,575.3739930955121,,4.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient21,0,0,0,1328,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient22,0,0,0,2106,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient23,0,0,0,1159,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient24,0,0,0,1661,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient25,0,0,0,1946,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient26,0,0,0,1469,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient27,0,0,0,1439,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient28,0,3,0,1202,,2495.840266222962,,1.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient29,0,0,0,1857,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient3,0,0,0,2019,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient30,0,0,0,1808,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient31,0,0,0,1858,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient4,0,1,0,1450,,689.655172413793,,3.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient5,0,0,0,1596,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient6,0,0,0,1602,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient7,0,0,0,1726,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient8,0,1,0,1359,,735.8351729212657,,2.0,,0.0,,145.05498724688815,SRSF6
PB.161551.113,Patient9,0,0,0,1722,,0.0,,18.0,,0.0,,145.05498724688815,SRSF6
PB.161551.121,Patient1,0,0,0,1717,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient10,0,0,0,1394,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient11,0,0,0,1367,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient12,0,0,0,1791,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient13,0,0,0,2218,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient14,0,0,0,1708,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient15,0,0,0,2573,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient16,0,0,0,1271,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient17,0,0,0,1227,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient18,0,0,0,1387,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient19,0,0,0,1548,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient2,0,0,0,1085,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient20,0,0,0,1738,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient21,0,0,0,1328,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient22,0,0,0,2106,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient23,0,0,0,1159,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient24,0,0,0,1661,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient25,0,0,0,1946,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient26,0,0,0,1469,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient27,0,0,0,1439,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient28,0,0,0,1202,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient29,0,0,0,1857,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient3,0,0,0,2019,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient30,0,0,0,1808,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient31,0,0,0,1858,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient4,0,0,0,1450,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient5,0,0,0,1596,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient6,0,0,0,1602,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient7,0,0,0,1726,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient8,0,0,0,1359,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.121,Patient9,0,0,0,1722,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient1,0,0,0,1717,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient10,0,0,0,1394,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient11,0,0,0,1367,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient12,0,0,0,1791,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient13,0,0,0,2218,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient14,0,0,0,1708,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient15,0,0,0,2573,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient16,0,0,0,1271,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient17,0,0,0,1227,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient18,0,0,0,1387,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient19,0,0,0,1548,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient2,0,0,0,1085,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient20,0,0,0,1738,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient21,0,0,0,1328,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient22,0,0,0,2106,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient23,0,0,0,1159,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient24,0,0,0,1661,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient25,0,0,0,1946,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient26,0,0,0,1469,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient27,0,0,0,1439,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient28,0,0,0,1202,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient29,0,0,0,1857,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient3,0,0,0,2019,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient30,0,0,0,1808,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient31,0,0,0,1858,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient4,0,0,0,1450,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient5,0,0,0,1596,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient6,0,0,0,1602,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient7,0,0,0,1726,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient8,0,0,0,1359,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.166,Patient9,0,0,0,1722,,0.0,,16.0,,0.0,,0.0,SRSF6
PB.161551.18,Patient1,0,71,0,1717,,41351.1939429237,,16.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient10,0,161,0,1394,,115494.97847919655,,6.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient11,0,122,0,1367,,89246.52523774689,,8.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient12,0,183,0,1791,,102177.55443886097,,7.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient13,0,265,0,2218,,119477.0063119928,,4.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient14,0,32,0,1708,,18735.362997658078,,23.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient15,0,204,0,2573,,79284.88146132919,,9.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient16,0,29,0,1271,,22816.679779701022,,22.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient17,0,17,0,1227,,13854.930725346372,,27.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient18,0,50,0,1387,,36049.02667627974,,19.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient19,0,17,0,1548,,10981.912144702841,,28.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient2,0,46,0,1085,,42396.3133640553,,15.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient20,0,47,0,1738,,27042.57767548907,,21.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient21,0,81,0,1328,,60993.97590361446,,12.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient22,0,32,0,2106,,15194.681861348528,,26.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient23,0,11,0,1159,,9490.940465918895,,30.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient24,0,29,0,1661,,17459.36183022276,,25.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient25,0,257,0,1946,,132065.77595066803,,2.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient26,0,114,0,1469,,77603.81211708646,,10.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient27,0,26,0,1439,,18068.102849200834,,24.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient28,0,64,0,1202,,53244.59234608985,,13.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient29,0,18,0,1857,,9693.053311793215,,29.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient3,0,131,0,2019,,64883.60574541853,,11.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient30,0,72,0,1808,,39823.00884955752,,17.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient31,0,60,0,1858,,32292.787944025833,,20.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient4,0,74,0,1450,,51034.482758620696,,14.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient5,0,270,0,1596,,169172.93233082705,,1.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient6,0,61,0,1602,,38077.40324594257,,18.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient7,0,202,0,1726,,117033.60370799537,,5.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient8,0,169,0,1359,,124356.1442236939,,3.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.18,Patient9,0,0,0,1722,,0.0,,31.0,,41351.1939429237,,56432.168021848614,SRSF6
PB.161551.19,Patient1,0,10,0,1717,,5824.111822947,,15.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient10,0,0,0,1394,,0.0,,29.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient11,0,123,0,1367,,89978.05413313826,,1.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient12,0,19,0,1791,,10608.59854829704,,11.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient13,0,94,0,2218,,42380.52299368801,,2.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient14,0,4,0,1708,,2341.9203747072597,,25.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient15,0,51,0,2573,,19821.220365332298,,6.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient16,0,7,0,1271,,5507.474429583005,,17.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient17,0,5,0,1227,,4074.9796251018743,,20.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient18,0,11,0,1387,,7930.785868781542,,13.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient19,0,4,0,1548,,2583.9793281653747,,24.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient2,0,8,0,1085,,7373.271889400921,,14.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient20,0,8,0,1738,,4602.991944764097,,19.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient21,0,25,0,1328,,18825.30120481928,,8.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient22,0,1,0,2106,,474.8338081671415,,26.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient23,0,4,0,1159,,3451.251078515962,,21.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient24,0,5,0,1661,,3010.2347983142686,,23.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient25,0,45,0,1946,,23124.357656731758,,5.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient26,0,45,0,1469,,30633.08373042886,,3.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient27,0,8,0,1439,,5559.416261292564,,16.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient28,0,0,0,1202,,0.0,,29.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient29,0,0,0,1857,,0.0,,29.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient3,0,23,0,2019,,11391.778107974244,,10.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient30,0,0,0,1808,,0.0,,29.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient31,0,53,0,1858,,28525.29601722282,,4.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient4,0,7,0,1450,,4827.586206896552,,18.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient5,0,29,0,1596,,18170.426065162905,,9.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient6,0,5,0,1602,,3121.098626716604,,22.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient7,0,34,0,1726,,19698.725376593276,,7.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient8,0,12,0,1359,,8830.022075055187,,12.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.19,Patient9,0,0,0,1722,,0.0,,29.0,,5559.416261292564,,12344.236204445102,SRSF6
PB.161551.22,Patient1,0,0,0,1717,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient10,0,2,0,1394,,1434.7202295552368,,1.0,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient11,0,1,0,1367,,731.528895391368,,3.0,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient12,0,0,0,1791,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient13,0,0,0,2218,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient14,0,0,0,1708,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient15,0,0,0,2573,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient16,0,0,0,1271,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient17,0,0,0,1227,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient18,0,0,0,1387,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient19,0,0,0,1548,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient2,0,0,0,1085,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient20,0,0,0,1738,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient21,0,0,0,1328,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient22,0,0,0,2106,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient23,0,0,0,1159,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient24,0,0,0,1661,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient25,0,0,0,1946,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient26,0,0,0,1469,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient27,0,0,0,1439,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
PB.161551.22,Patient28,0,0,0,1202,,0.0,,17.5,,0.0,,107.25798956486823,SRSF6
