associated_gene,Sample,cyclo_count,noncyclo_count,Cyclo_TPM,Noncyclo_TPM,total_cyclo,total_noncyclo,H0_cyclo_count,H1_cyclo_count,H2_cyclo_count,H0_noncyclo_count,H1_noncyclo_count,H2_noncyclo_count,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,Cyclo_TPM_Median,Noncyclo_TPM_Median,Cyclo_TPM_Mean,Noncyclo_TPM_Mean,Avg_Noncyclo_TPM,SD_Noncyclo_TPM,Noncyclo_TPM_Z_Score,test_statistic,z_score_of_test_stat,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes,Source_File,NoncycloHaplotypeDifference
VTA1,Patient1,0,979,0.0,570180.5474665114,0,1717,0,0,0,332,305,342,16.0,15.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,1.537690847441091,1.3979561086010746,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.0571870170015456
VTA1,Patient14,0,1194,0.0,699063.2318501171,0,1708,0,0,0,387,391,416,16.0,2.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,0.8612925455454212,0.2004056685243398,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.0309789343246592
VTA1,Patient18,0,699,0.0,503965.3929343908,0,1387,0,0,0,217,256,226,16.0,21.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,1.5960851225089754,1.5013420715899246,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0622406639004149
VTA1,Patient23,0,581,0.0,501294.21915444353,0,1159,0,0,0,221,193,167,16.0,22.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,1.7628698050868008,1.796631207383676,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0722222222222222
VTA1,Patient30,0,1148,0.0,634955.7522123894,0,1808,0,0,0,372,402,374,16.0,6.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,0.997327679430138,0.4412533081369358,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0360824742268041
VTA1,Patient5,0,676,0.0,423558.8972431078,0,1596,0,0,0,212,225,239,16.0,31.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,0.7680899988829979,0.0178167723717813,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.0301724137931034
VTA1,Patient7,0,856,0.0,495944.3800695249,0,1726,0,0,0,299,258,299,16.0,24.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,1.933859995250038,2.0993661150629293,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.0736086175942549
VTA1,Patient8,0,726,0.0,534216.3355408389,0,1359,0,0,0,253,223,250,16.0,18.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,1.4589303309566788,1.258512099187924,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.0570824524312896
VTA1,Patient9,0,1124,0.0,652729.3844367014,0,1722,0,0,0,371,388,365,16.0,5.0,0.0,554969.8795180722,0.0,564732.2394849113,,,,0.8402701936652428,0.1631859908950503,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0305444887118193
novelGene_SRSF6_AS,Patient12,0,2,0.0,1116.6945840312674,0,1791,0,0,0,0,1,1,16.0,29.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0
novelGene_SRSF6_AS,Patient13,0,2,0.0,901.7132551848512,0,2218,0,0,0,0,0,2,16.0,30.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-1.0
novelGene_SRSF6_AS,Patient19,0,22,0.0,14211.886304909562,0,1548,0,0,0,8,5,9,16.0,2.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,2.805889582335812,4.514563433182083,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.2857142857142857
novelGene_SRSF6_AS,Patient21,0,8,0.0,6024.096385542169,0,1328,0,0,0,0,4,4,16.0,12.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0
novelGene_SRSF6_AS,Patient24,0,11,0.0,6622.516556291391,0,1661,0,0,0,4,5,2,16.0,11.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.4285714285714285
novelGene_SRSF6_AS,Patient26,0,26,0.0,17699.115044247785,0,1469,0,0,0,9,8,9,16.0,1.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.6213069962117447,0.9996579564412968,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.0588235294117647
novelGene_SRSF6_AS,Patient3,0,7,0.0,3467.062902426944,0,2019,0,0,0,3,1,3,16.0,21.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,-0.5
novelGene_SRSF6_AS,Patient31,0,18,0.0,9687.83638320775,0,1858,0,0,0,3,9,6,16.0,6.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,2.0103810896810197,3.2346222785713508,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.2
novelGene_SRSF6_AS,Patient4,0,6,0.0,4137.931034482759,0,1450,0,0,0,4,1,1,16.0,19.0,0.0,4385.964912280701,0.0,5697.974598404766,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,Nonyclo_Allelic_Imbalance_gene_top_ranked_data.csv.gz,0.0
HARS1,Patient17,0,543,0.0,442542.7872860636,0,1227,0,0,0,196,161,186,16.0,5.0,0.0,350427.35042735044,0.0,343215.6738910269,343215.6738910269,93444.101746714,1.0629575493621737,-3.7202278118402057,0.6116876642243602,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive",Noncyclo_GOE_gene_top_ranked_data.csv.gz,
HARS1,Patient18,0,594,0.0,428262.4369142033,0,1387,0,0,0,197,210,187,16.0,6.0,0.0,350427.35042735044,0.0,343215.6738910269,343215.6738910269,93444.101746714,0.9101351656597962,-4.59181776752498,0.5258134571679559,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive",Noncyclo_GOE_gene_top_ranked_data.csv.gz,
HARS1,Patient20,0,781,0.0,449367.08860759495,0,1738,0,0,0,277,270,234,16.0,4.0,0.0,350427.35042735044,0.0,343215.6738910269,343215.6738910269,93444.101746714,1.135988390196077,-3.313596175372613,0.6517514225524008,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive",Noncyclo_GOE_gene_top_ranked_data.csv.gz,
HARS1,Patient23,0,545,0.0,470232.9594477998,0,1159,0,0,0,193,162,190,16.0,3.0,0.0,350427.35042735044,0.0,343215.6738910269,343215.6738910269,93444.101746714,1.3592862811294508,-2.107539897211028,0.7705792335855762,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive",Noncyclo_GOE_gene_top_ranked_data.csv.gz,
HARS1,Patient24,0,805,0.0,484647.8025285973,0,1661,0,0,0,241,277,287,16.0,2.0,0.0,350427.35042735044,0.0,343215.6738910269,343215.6738910269,93444.101746714,1.5135479499918665,-1.3052167898422455,0.849628860303903,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive",Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient11,0,299,0.0,218727.139722019,0,1367,0,0,0,94,114,91,16.0,2.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,2.0460954039338786,-0.3214468030264321,1.1853773477998968,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient12,0,223,0.0,124511.44611948633,0,1791,0,0,0,73,73,77,16.0,10.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,0.5936800832038414,-13.284475288015855,0.6505769718889752,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient13,0,387,0.0,174481.51487826873,0,2218,0,0,0,129,130,128,16.0,5.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,1.3640113376694771,-5.521279271525955,0.9708539930107378,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient15,0,294,0.0,114263.505635445,0,2573,0,0,0,96,97,101,16.0,11.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,0.4356993350310009,-15.260590491785058,0.5690507178162627,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient21,0,122,0.0,91867.46987951807,0,1328,0,0,0,37,41,44,16.0,12.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,0.0904453310350935,-20.27988362785246,0.3619756613135118,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient25,0,346,0.0,177800.61664953752,0,1946,0,0,0,114,115,117,16.0,4.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,1.4151781240011696,-5.087726927596304,0.9887405506758024,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient5,0,354,0.0,221804.51127819548,0,1596,0,0,0,121,113,120,16.0,1.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,2.093535712706911,0.3214468030264308,1.2119004509918652,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
SRSF6,Patient7,0,262,0.0,151796.06025492467,0,1726,0,0,0,97,81,84,16.0,7.0,0.0,67276.64155005381,0.0,86000.43620467439,86000.43620467439,64868.28681700796,1.0142956948417383,-8.725777794499464,0.8386497772538499,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
VTA1,Patient1,0,979,0.0,570180.5474665114,0,1717,0,0,0,332,305,342,16.0,15.0,0.0,554969.8795180722,0.0,564732.2394849113,564732.2394849113,91520.96827234412,0.0595307073826755,-11.41761768912569,0.2296146690500384,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
VTA1,Patient2,0,937,0.0,863594.470046083,0,1085,0,0,0,332,300,305,16.0,1.0,0.0,554969.8795180722,0.0,564732.2394849113,564732.2394849113,91520.96827234412,3.265505557937613,5.812960621121682,3.7483058775203264,1.0,1.0,1.0,1.0,1.0,,Noncyclo_GOE_gene_top_ranked_data.csv.gz,
