associated_gene,Sample,cyclo_count,noncyclo_count,Cyclo_TPM,Noncyclo_TPM,total_cyclo,total_noncyclo,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,CycloFraction,NoncycloFraction,NormalizedCycloFraction,NormalizedNoncycloFraction,NormalizedFractionDifference,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
DND1_HARS1,Patient27,4,2,4362.0501635768815,1389.854065323141,917,1439,20.0,2.0,0.004362050163576881,0.001389854065323141,0.7583662714097497,0.2416337285902503,0.5167325428194993,4.263549278691875,-1.8793348123186395,,,,,,
DND1_HARS1,Patient28,15,0,10183.299389002037,0.0,1473,1202,5.0,20.0,0.010183299389002037,0.0,1.0,0.0,1.0,54.420721901201595,1.1073649256239462,1.0,1.0,1.0,1.0,1.0,
DND1_HARS1,Patient29,9,0,8620.689655172413,0.0,1044,1857,7.0,20.0,0.008620689655172414,0.0,1.0,0.0,1.0,45.227761134584696,0.5840231548876335,,,,,,
DND1_HARS1,Patient3,7,2,3522.8988424760946,990.5894006934126,1987,2019,24.0,3.0,0.0035228988424760945,0.0009905894006934125,0.7805268680620755,0.2194731319379246,0.5610537361241509,5.798926885108884,-1.7919280175230967,,,,,,
DND1_HARS1,Patient30,12,0,7237.6357056694815,0.0,1658,1808,10.0,20.0,0.007237635705669481,0.0,1.0,0.0,1.0,48.81600911773737,0.7882968487516836,,,,,,
DND1_HARS1,Patient31,10,0,10351.966873706004,0.0,966,1858,4.0,20.0,0.010351966873706004,0.0,1.0,0.0,1.0,47.81535740884876,0.7313312148808448,1.0,1.0,1.0,1.0,1.0,
DND1_HARS1,Patient4,8,0,5148.005148005148,0.0,1554,1450,14.0,20.0,0.005148005148005148,0.0,1.0,0.0,1.0,40.95963251109446,0.34104485352697833,,,,,,
DND1_HARS1,Patient5,5,0,2508.7807325639737,0.0,1993,1596,27.0,20.0,0.002508780732563974,0.0,1.0,0.0,1.0,31.704429393257396,-0.31716576207427905,,,,,,
DND1_HARS1,Patient6,13,0,7584.597432905484,0.0,1714,1602,9.0,20.0,0.007584597432905484,0.0,1.0,0.0,1.0,50.35609688027424,0.8759717858255184,,,,,,
DND1_HARS1,Patient7,8,0,4692.08211143695,0.0,1705,1726,19.0,20.0,0.00469208211143695,0.0,1.0,0.0,1.0,40.515298019160014,0.3157495427221471,,,,,,
DND1_HARS1,Patient8,7,0,5937.234944868533,0.0,1179,1359,13.0,20.0,0.005937234944868533,0.0,1.0,0.0,1.0,39.73760434674433,0.27147658279715536,1.0,1.0,1.0,1.0,1.0,
DND1_HARS1,Patient9,19,1,12726.054922973877,580.7200929152149,1493,1722,3.0,6.0,0.012726054922973878,0.0005807200929152149,0.9563590657975505,0.0436409342024495,0.912718131595101,19.552092084382913,-1.008980498073833,,,,,,
HARS1,Patient1,573,643,301261.8296529968,374490.39021549217,1902,1717,16.0,12.0,0.30126182965299686,0.37449039021549213,0.4458170033264955,0.5541829966735046,-0.10836599334700908,-2.877743029347337,-0.43595523022226884,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient10,561,402,257339.4495412844,288378.7661406025,2180,1394,21.0,25.0,0.2573394495412844,0.2883787661406026,0.4715610403800304,0.5284389596199698,-0.0568779192399394,-1.5011318113861671,0.009482288656695096,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient11,431,252,193620.8445642408,184345.28163862473,2226,1367,28.0,30.0,0.19362084456424078,0.18434528163862474,0.5122703627158345,0.4877296372841655,0.024540725431668964,0.620287241859344,0.6612004564934026,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient12,462,520,230538.92215568863,290340.59184812946,2004,1791,23.0,23.0,0.23053892215568864,0.29034059184812955,0.44259548697474543,0.5574045130252546,-0.11480902605050919,-2.947357240466057,-0.4561217295246729,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient13,488,548,195591.18236472944,247069.43192064922,2495,2218,27.0,28.0,0.19559118236472947,0.24706943192064923,0.4418535917872148,0.5581464082127852,-0.11629281642557038,-3.012305245886556,-0.4749364784811947,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient14,338,464,291128.3376399655,271662.7634660422,1161,1708,17.0,27.0,0.29112833763996554,0.2716627634660422,0.5172937828402664,0.48270621715973366,0.03458756568053273,0.8395775192884902,0.724726526181344,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient15,427,988,310319.7674418605,383987.56315584923,1376,2573,13.0,9.0,0.31031976744186046,0.3839875631558492,0.4469487124307256,0.5530512875692744,-0.10610257513854876,-2.6873144861717435,-0.3807900991176554,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient16,653,647,468100.358422939,509047.9937057435,1395,1271,2.0,1.0,0.46810035842293907,0.5090479937057435,0.4790473804752362,0.5209526195247638,-0.04190523904952759,-1.1318437203765217,0.153626682980535,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient17,401,543,411282.0512820513,442542.7872860636,975,1227,4.0,5.0,0.4112820512820513,0.44254278728606355,0.48169370660589045,0.5183062933941095,-0.03661258678821905,-0.9146962661564021,0.21653199949099203,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient18,325,594,328947.36842105264,428262.4369142033,988,1387,10.0,6.0,0.32894736842105265,0.4282624369142033,0.4344203761009284,0.5655796238990716,-0.1311592477981432,-3.1795197141943605,-0.5233767380817865,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient19,419,582,340927.5834011391,375968.992248062,1229,1548,9.0,11.0,0.34092758340113916,0.375968992248062,0.47556034577568573,0.5244396542243143,-0.04887930844862853,-1.230482234632245,0.12505215061190916,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient2,145,71,113547.37666405638,65437.78801843317,1277,1085,31.0,31.0,0.11354737666405638,0.06543778801843318,0.6343954643698184,0.36560453563018164,0.2687909287396368,5.724381344050181,2.1398024329734144,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient20,715,781,378707.6271186441,449367.08860759495,1888,1738,5.0,4.0,0.3787076271186441,0.44936708860759494,0.4573350929891749,0.5426649070108251,-0.08532981402165024,-2.3411917453966766,-0.28052200876347844,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient21,446,461,314749.47071277344,347138.5542168675,1417,1328,12.0,18.0,0.3147494707127735,0.34713855421686746,0.47553280745067344,0.5244671925493266,-0.048934385098653166,-1.2445428784721393,0.12097893108342801,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient22,394,738,322686.3226863227,350427.35042735044,1221,2106,11.0,16.0,0.3226863226863227,0.3504273504273504,0.4793935045081584,0.5206064954918416,-0.041212990983683195,-1.0267432579535487,0.18407317325994965,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient23,495,545,744360.9022556391,470232.9594477998,665,1159,1.0,3.0,0.7443609022556391,0.4702329594477998,0.6128475745889994,0.3871524254110006,0.22569514917799882,5.935204093848574,2.2008755496318733,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient24,475,805,448536.35505193577,484647.80252859724,1059,1661,3.0,2.0,0.4485363550519358,0.48464780252859724,0.48065148921393624,0.5193485107860637,-0.038697021572127455,-0.9939920733310817,0.1935608444010549,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient25,354,738,258017.4927113703,379239.4655704008,1372,1946,20.0,10.0,0.25801749271137026,0.37923946557040084,0.40488768205381387,0.5951123179461861,-0.19022463589237226,-4.709443302221088,-0.9665793898802175,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient26,221,547,130769.23076923077,372362.15112321306,1690,1469,30.0,13.0,0.13076923076923078,0.3723621511232131,0.2599107022053849,0.7400892977946151,-0.48017859558923015,-11.776832575174085,-3.013927173506802,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient27,324,534,353326.0632497274,371091.03544127865,917,1439,8.0,14.0,0.3533260632497274,0.37109103544127864,0.487738436721295,0.512261563278705,-0.024523126557409958,-0.5908627025000476,0.31034315141848623,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient28,307,246,208418.194161575,204658.90183028285,1473,1202,26.0,29.0,0.208418194161575,0.20465890183028287,0.504550351941283,0.49544964805871705,0.009100703882565897,0.21720596031281125,0.5444320804321191,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient29,392,544,375478.92720306513,292945.6112008616,1044,1857,6.0,22.0,0.37547892720306514,0.2929456112008616,0.5617371978886935,0.43826280211130664,0.12347439577738684,3.087539717004535,1.3759373545962426,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient3,609,838,306492.19929542026,415056.9588905399,1987,2019,15.0,7.0,0.3064921992954202,0.4150569588905399,0.42476967205667504,0.575230327943325,-0.15046065588664992,-4.048683941880585,-0.7751644048473636,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient30,429,512,258745.47647768396,283185.8407079646,1658,1808,19.0,26.0,0.258745476477684,0.2831858407079646,0.47745068105936006,0.5225493189406399,-0.04509863788127988,-1.1395824004005826,0.15138486937956488,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient31,127,537,131469.97929606625,289020.45209903124,966,1858,29.0,24.0,0.13146997929606624,0.2890204520990312,0.3126586706381806,0.6873413293618195,-0.3746826587236389,-7.967784427203778,-1.910486287164412,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient4,420,453,270270.27027027024,312413.7931034483,1554,1450,18.0,20.0,0.2702702702702703,0.3124137931034483,0.4638367294712261,0.5361632705287739,-0.07232654105754777,-1.8231859531634036,-0.13046121974012304,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient5,435,559,218263.92373306572,350250.62656641606,1993,1596,24.0,17.0,0.21826392373306572,0.35025062656641603,0.3839196791323789,0.6160803208676211,-0.2321606417352422,-5.984887697756976,-1.336062116172478,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient6,531,657,309801.6336056009,410112.3595505618,1714,1602,14.0,8.0,0.3098016336056009,0.4101123595505618,0.43033145146603535,0.5696685485339648,-0.1393370970679294,-3.6655276934409584,-0.6641680997439129,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient7,431,605,252785.9237536657,350521.436848204,1705,1726,22.0,15.0,0.2527859237536657,0.3505214368482039,0.41900023149308535,0.5809997685069146,-0.16199953701382924,-4.130246313591691,-0.7987921596661227,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient8,257,410,217981.3401187447,301692.4208977189,1179,1359,25.0,21.0,0.2179813401187447,0.3016924208977189,0.41945804554838567,0.5805419544516143,-0.1610839089032286,-3.758856743892679,-0.6912045367096195,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
HARS1,Patient9,547,592,366376.42330877425,343786.29500580725,1493,1722,7.0,19.0,0.3663764233087743,0.3437862950058072,0.5159048959628434,0.4840951040371565,0.03180979192568689,0.8355716309170114,0.7235660627680451,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
SRSF6,Patient1,191,95,100420.60988433227,55329.062317996504,1902,1717,19.0,19.0,0.10042060988433228,0.0553290623179965,0.6447564766228175,0.35524352337718257,0.289512953245635,6.529014263454144,-0.03935856298843175,,,,,,
SRSF6,Patient10,345,248,158256.88073394497,177905.30846484934,2180,1394,16.0,3.0,0.15825688073394495,0.17790530846484937,0.47077537515784523,0.5292246248421547,-0.05844924968430948,-1.4248083649505492,-1.6708354822128957,,,,,,
SRSF6,Patient11,1145,299,514375.5615453728,218727.139722019,2226,1367,1.0,2.0,0.5143755615453729,0.21872713972201902,0.701641885449498,0.2983581145505021,0.4032837708989959,12.538753004788536,1.214466910850751,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient12,348,223,173652.69461077845,124511.44611948633,2004,1791,13.0,10.0,0.17365269461077845,0.12451144611948632,0.582406369141063,0.41759363085893697,0.16481273828212606,4.055931822851998,-0.5466337575310799,,,,,,
SRSF6,Patient13,696,387,278957.91583166335,174481.51487826873,2495,2218,5.0,5.0,0.27895791583166335,0.1744815148782687,0.6152043623442938,0.3847956376557062,0.23040872468858759,6.395393754146747,-0.06676661406710659,,,,,,
SRSF6,Patient14,121,44,104220.49956933677,25761.124121779856,1161,1708,18.0,24.0,0.10422049956933678,0.02576112412177986,0.8018094912939568,0.198190508706043,0.6036189825879139,13.998396539788846,1.5138669413648647,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient15,324,294,235465.11627906974,114263.505635445,1376,2573,8.0,11.0,0.23546511627906977,0.114263505635445,0.6732795130980879,0.32672048690191213,0.34655902619617573,8.708910203911513,0.4288949380015066,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient16,93,54,66666.66666666667,42486.231313926044,1395,1271,22.0,22.0,0.06666666666666667,0.042486231313926044,0.6107640557424314,0.38923594425756847,0.22152811148486296,4.270129561913262,-0.5026978183286478,,,,,,
SRSF6,Patient17,56,25,57435.89743589744,20374.89812550937,975,1227,25.0,27.0,0.057435897435897436,0.020374898125509373,0.7381481839569435,0.26185181604305646,0.476296367913887,8.758350391685209,0.4390360398343352,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient18,157,82,158906.8825910931,59120.403749098776,988,1387,14.0,17.0,0.15890688259109312,0.05912040374909877,0.7288394276629571,0.27116057233704294,0.4576788553259141,10.431376048573469,0.7822047113025602,,,,,,
SRSF6,Patient19,74,31,60211.55410903173,20025.83979328165,1229,1548,23.0,28.0,0.060211554109031735,0.020025839793281652,0.7504176192753406,0.24958238072465952,0.500835238550681,9.922518193982482,0.6778285033184269,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient2,88,62,68911.51135473767,57142.857142857145,1277,1085,21.0,18.0,0.06891151135473766,0.05714285714285714,0.5466808661696841,0.45331913383031597,0.09336173233936818,1.7538878139614726,-1.0188257893387014,,,,,,
SRSF6,Patient20,54,81,28601.694915254237,46605.29344073648,1888,1738,29.0,21.0,0.028601694915254237,0.04660529344073648,0.3803063457330416,0.6196936542669584,-0.23938730853391682,-4.090548065124268,-2.217628263078072,,,,,,
SRSF6,Patient21,334,122,235709.24488355682,91867.46987951807,1417,1328,7.0,12.0,0.23570924488355682,0.09186746987951808,0.7195543341779872,0.2804456658220127,0.4391086683559745,11.40828769761075,0.9825874558000327,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient22,58,43,47502.047502047506,20417.853751187085,1221,2106,27.0,26.0,0.0475020475020475,0.020417853751187084,0.6993833416356048,0.30061665836439533,0.39876668327120945,7.195290884314616,0.11842347040858744,,,,,,
SRSF6,Patient23,27,18,40601.503759398496,15530.629853321829,665,1159,28.0,30.0,0.0406015037593985,0.015530629853321829,0.7233201581027668,0.2766798418972332,0.4466403162055336,6.734907925640949,0.023990364948325578,,,,,,
SRSF6,Patient24,27,41,25495.7507082153,24683.925346177002,1059,1661,30.0,25.0,0.025495750708215296,0.024683925346177003,0.5080891849636326,0.49191081503636735,0.01617836992726529,0.22678571243540274,-1.3320628262122114,,,,,,
SRSF6,Patient25,341,346,248542.2740524781,177800.61664953752,1372,1946,6.0,4.0,0.24854227405247814,0.1778006166495375,0.5829633364900931,0.41703666350990687,0.16592667298018626,4.069782738854718,-0.5437926771066995,,,,,,
SRSF6,Patient26,668,201,395266.2721893491,136827.7739959156,1690,1469,2.0,9.0,0.3952662721893491,0.13682777399591559,0.7428503946306612,0.2571496053693389,0.48570078926132226,14.367955425851806,1.5896703406955022,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient27,92,45,100327.15376226827,31271.716469770672,917,1439,20.0,23.0,0.10032715376226826,0.03127171646977067,0.7623709351407694,0.23762906485923077,0.5247418702815386,11.023180189754267,0.9035947450191636,,,,,,
SRSF6,Patient28,299,165,202987.10115410725,137271.2146422629,1473,1202,11.0,8.0,0.20298710115410726,0.13727121464226288,0.5965676420839815,0.4034323579160186,0.19313528416796288,4.646688740156345,-0.42545852890424424,,,,,,
SRSF6,Patient29,61,35,58429.11877394636,18847.60366182014,1044,1857,24.0,29.0,0.05842911877394636,0.01884760366182014,0.7561024449828792,0.2438975550171209,0.5122048899657583,9.756442482639157,0.6437632868107307,,,,,,
SRSF6,Patient3,371,172,186713.63865123302,85190.68845963349,1987,2019,12.0,13.0,0.18671363865123303,0.08519068845963348,0.6866887358328145,0.31331126416718535,0.3733774716656292,9.671143033289292,0.6262667836400567,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient30,496,127,299155.6091676719,70243.36283185841,1658,1808,4.0,14.0,0.2991556091676719,0.0702433628318584,0.809844184320178,0.19015581567982198,0.619688368640356,18.73040538408027,2.4844899451338,1.0,1.0,1.0,1.0,1.0,
SRSF6,Patient31,153,125,158385.09316770185,67276.64155005381,966,1858,15.0,16.0,0.15838509316770186,0.06727664155005382,0.7018695188433277,0.2981304811566722,0.40373903768665553,8.987808153036148,0.4861020933623679,,,,,,
SRSF6,Patient4,197,100,126769.62676962678,68965.51724137932,1554,1450,17.0,15.0,0.12676962676962678,0.06896551724137931,0.6476589955787326,0.3523410044212674,0.2953179911574652,6.7068845702577065,0.015368198040105996,,,,,,
SRSF6,Patient5,682,354,342197.69192172604,221804.51127819548,1993,1596,3.0,1.0,0.34219769192172605,0.22180451127819548,0.6067311261910575,0.3932688738089425,0.21346225238211503,5.8912343451962,-0.17017908348467511,,,,,,
SRSF6,Patient6,89,77,51925.32088681447,48064.91885143571,1714,1602,26.0,20.0,0.051925320886814466,0.048064918851435705,0.5193038942875042,0.4806961057124959,0.03860778857500835,0.7253047570161714,-1.2298073004071954,,,,,,
SRSF6,Patient7,375,262,219941.34897360703,151796.06025492467,1705,1726,10.0,7.0,0.21994134897360704,0.15179606025492468,0.5916578302680171,0.4083421697319829,0.1833156605360342,4.578597302118982,-0.43942534897866203,,,,,,
SRSF6,Patient8,262,217,222222.22222222222,159676.23252391466,1179,1359,9.0,6.0,0.2222222222222222,0.15967623252391464,0.5818882466281311,0.418111753371869,0.1637764932562621,3.835977089767033,-0.5917505632567657,,,,,,
SRSF6,Patient9,7,3,4688.546550569323,1742.1602787456445,1493,1722,31.0,31.0,0.004688546550569324,0.0017421602787456446,0.7290872799854835,0.2709127200145164,0.4581745599709671,4.525838873730181,-0.45024708366300076,,,,,,
VTA1,Patient1,1133,979,595688.7486855942,570180.5474665114,1902,1717,7.0,15.0,0.5956887486855941,0.5701805474665114,0.5109395629952995,0.48906043700470064,0.02187912599059888,0.6407725889854542,0.33691375182740463,1.0,1.0,1.0,1.0,1.0,
VTA1,Patient10,1255,741,575688.0733944954,531563.8450502153,2180,1394,13.0,19.0,0.5756880733944955,0.5315638450502153,0.5199251081028872,0.4800748918971128,0.03985021620577439,1.1844678282853796,0.5280977260421141,,,,,,
VTA1,Patient11,640,810,287511.2309074573,592538.405267008,2226,1367,30.0,10.0,0.28751123090745734,0.5925384052670081,0.32669888048275914,0.6733011195172408,-0.3466022390344817,-9.730149817242939,-3.344496632296268,,,,,,
VTA1,Patient12,1180,1046,588822.3552894212,584031.2674483529,2004,1791,10.0,13.0,0.5888223552894212,0.5840312674483529,0.5020424918115035,0.49795750818849643,0.004084983623007077,0.12030820677893404,0.15389863263016776,,,,,,
VTA1,Patient13,1283,1281,514228.4569138276,577547.3399458972,2495,2218,20.0,14.0,0.5142284569138277,0.5775473399458972,0.47100188371358215,0.5289981162864178,-0.05799623257283565,-1.7301691908777739,-0.5313984492800767,,,,,,
VTA1,Patient14,693,1194,596899.2248062015,699063.2318501171,1161,1708,6.0,2.0,0.5968992248062015,0.6990632318501171,0.4605837319903902,0.5394162680096098,-0.07883253601921963,-2.15190662040525,-0.6796974080055186,,,,,,
VTA1,Patient15,613,1275,445494.18604651163,495530.5091333074,1376,2573,26.0,25.0,0.44549418604651164,0.49553050913330743,0.47341391605178096,0.526586083948219,-0.05317216789643808,-1.4227122308528495,-0.42328486051070346,,,,,,
VTA1,Patient16,641,567,459498.20788530464,446105.4287962235,1395,1271,24.0,29.0,0.45949820788530465,0.44610542879622345,0.5073943933894509,0.4926056066105491,0.01478878677890183,0.39809593840743834,0.25157938957262405,1.0,1.0,1.0,1.0,1.0,
