associated_gene	Sample	cyclo_count	noncyclo_count	Cyclo_TPM	Noncyclo_TPM	total_cyclo	total_noncyclo	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	Total_bin_cyclo_count_Bin1_le	Total_bin_cyclo_count_Bin2_g	Total_bin_noncyclo_count_Bin1_le	Total_bin_noncyclo_count_Bin2_g	proportion_in_Bin1_cyclo	proportion_in_Bin1_noncyclo	bin_proportion_difference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes	Source_File	CycloHaplotypeDifference	Avg_Cyclo_TPM	SD_Cyclo_TPM	Cyclo_TPM_Z_Score	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	NoncycloHaplotypeDifference	CycloFraction	NoncycloFraction	NormalizedCycloFraction	NormalizedNoncycloFraction	NormalizedFractionDifference	Cyclo_TPM_median	Cyclo_TPM_Q1	Cyclo_TPM_Q3	Cyclo_TPM_min	Cyclo_TPM_max	Noncyclo_TPM_median	Noncyclo_TPM_Q1	Noncyclo_TPM_Q3	Noncyclo_TPM_min	Noncyclo_TPM_max	Cyclo Unique associated_gene	Cyclo Total Reads	Cyclo Unique associated_gene >1	Cyclo Unique associated_gene >10	Cyclo Unique associated_gene >100	Cyclo Unique associated_gene >1000	Noncyclo Unique associated_gene	Noncyclo Total Reads	Noncyclo Unique associated_gene >1	Noncyclo Unique associated_gene >10	Noncyclo Unique associated_gene >100	Noncyclo Unique associated_gene >1000	NMD_rank_top_99_5_percentile	Noncyclo_LOE_rank_top_99_5_percentile	Noncyclo_GOE_rank_top_99_5_percentile	Cyclo_GOE_rank_top_99_5_percentile	NMD_rare_steady_state_transcript_rank_top_99_5_percentile	Nonyclo_Allelic_Imbalance_rank_top_99_5_percentile	Cyclo_Allelic_Imbalance_rank_top_99_5_percentile
VTA1	Patient27	476.0	847.0	519083.9694656489	588603.1966643502	917.0	1439.0	159.0	151.0	166.0	296.0	263.0	288.0	18.0	13.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	26.0	450.0	24.0	823.0	0.0546218487394958	0.0283353010625737	0.3168689828380075	1.2069764228617226	2.66028711796523	1.0	1.0	1.0	1.0	1.0		NMD_rare_steady_state_transcript_gene_top_ranked_data.tsv.gz																																										
VTA1	Patient28	851.0	786.0	577732.5186693822	653910.1497504159	1473.0	1202.0	272.0	295.0	284.0	253.0	275.0	258.0	12.0	4.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	21.0	830.0	4.0	782.0	0.0246768507638072	0.005089058524173	0.6580612757408337	0.8387236997200382	1.769286102169637	1.0	1.0	1.0	1.0	1.0		NMD_rare_steady_state_transcript_gene_top_ranked_data.tsv.gz																																										
VTA1	Patient3	999.0	1000.0	502767.99194765976	495294.7003467063	1987.0	2019.0	344.0	321.0	334.0	328.0	336.0	336.0	21.0	25.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	29.0	970.0	8.0	992.0	0.029029029029029	0.008	0.5679065743944636	1.0262674028522338	2.2230549937375117	1.0	1.0	1.0	1.0	1.0		NMD_rare_steady_state_transcript_gene_top_ranked_data.tsv.gz																																										
VTA1	Patient4	920.0	891.0	592020.592020592	614482.7586206896	1554.0	1450.0	302.0	292.0	326.0	292.0	292.0	307.0	8.0	9.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	26.0	894.0	17.0	874.0	0.0282608695652173	0.0190796857463524	0.1939390815853218	0.4262192918151661	0.7712165065729483	1.0	1.0	1.0	1.0	1.0		NMD_rare_steady_state_transcript_gene_top_ranked_data.tsv.gz																																										
VTA1	Patient7	856.0	889.0	495944.3800695249	521407.6246334311	1726.0	1705.0	299.0	258.0	299.0	297.0	284.0	308.0	22.0	19.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839	13.0	843.0	11.0	878.0	0.0151869158878504	0.0123734533183352	0.1020836313355266	0.1046167196798402	-0.0177512100219903	1.0	1.0	1.0	1.0	1.0		NMD_rare_steady_state_transcript_gene_top_ranked_data.tsv.gz																																										
DND1_HARS1	Patient28	15.0	0.0	10183.299389002035	0.0	1473.0	1202.0	5.0	4.0	6.0	0.0	0.0	0.0	4.0	24.0	3584.229390681004	388.651379712398	4389.119136742791	2222.141521664957								1.612553015188858	5.322906992075444	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.2																																									
HARS1	Patient1	573.0	643.0	301261.8296529968	374490.39021549217	1902.0	1717.0	202.0	173.0	198.0	213.0	220.0	210.0	19.0	11.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								1.6531217345247784	1.0322141411558354	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0673854447439353																																									
HARS1	Patient10	402.0	561.0	288378.7661406025	257339.4495412844	1394.0	2180.0	149.0	148.0	105.0	189.0	183.0	189.0	22.0	23.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								3.921630153652424	3.432018830346117	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.1699604743083003																																									
HARS1	Patient19	419.0	582.0	340927.5834011391	375968.992248062	1229.0	1548.0	159.0	108.0	152.0	187.0	208.0	187.0	12.0	10.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								3.924570556147404	3.4351294168601725	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.1692307692307692																																									
HARS1	Patient21	446.0	461.0	314749.47071277344	347138.5542168675	1417.0	1328.0	144.0	160.0	142.0	162.0	153.0	146.0	15.0	16.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								1.4091423983848004	0.7741138184956241	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0596026490066225																																									
HARS1	Patient22	394.0	738.0	322686.3226863227	350427.35042735044	1221.0	2106.0	135.0	138.0	121.0	273.0	234.0	231.0	14.0	15.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								1.5087932638092336	0.8795322564925996	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0656370656370656																																									
HARS1	Patient27	324.0	534.0	353326.0632497274	371091.03544127865	917.0	1439.0	103.0	121.0	100.0	180.0	171.0	183.0	8.0	13.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								2.1224048021836373	1.5286582789996812	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0950226244343891																																									
HARS1	Patient6	657.0	531.0	410112.3595505618	309801.6336056009	1602.0	1714.0	202.0	234.0	221.0	179.0	160.0	192.0	5.0	18.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								0.7249297745485723	0.0503004752254288	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0285714285714285																																									
HARS1	Patient9	592.0	547.0	343786.29500580725	366376.4233087743	1722.0	1493.0	214.0	183.0	195.0	182.0	172.0	193.0	11.0	14.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037								0.7804303140100328	0.1090132636502659	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0317460317460317																																									
SRSF6	Patient11	299.0	1145.0	218727.139722019	514375.5615453728	1367.0	2226.0	94.0	114.0	91.0	390.0	373.0	382.0	7.0	1.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								2.4722403981592	0.924726018434877	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.1121951219512195																																									
SRSF6	Patient17	56.0	25.0	57435.89743589744	20374.89812550937	975.0	1227.0	19.0	25.0	12.0	9.0	6.0	10.0	25.0	27.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								5.20945336562895	2.729778926472377	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.3513513513513513																																									
SRSF6	Patient2	88.0	62.0	68911.51135473767	57142.857142857145	1277.0	1085.0	30.0	21.0	37.0	23.0	23.0	16.0	21.0	18.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								4.618993966511345	2.340400946709067	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.2758620689655172																																									
SRSF6	Patient20	54.0	81.0	28601.69491525424	46605.29344073648	1888.0	1738.0	15.0	16.0	23.0	27.0	25.0	29.0	29.0	21.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								2.629485804050268	1.0284213759216507	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.1794871794871795																																									
SRSF6	Patient30	496.0	127.0	299155.6091676719	70243.36283185841	1658.0	1808.0	168.0	183.0	145.0	39.0	45.0	43.0	2.0	14.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								2.789227652792621	1.1337630106553969	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.1158536585365853																																									
SRSF6	Patient31	153.0	125.0	158385.09316770185	67276.64155005381	966.0	1858.0	41.0	46.0	66.0	43.0	37.0	45.0	14.0	16.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								3.481964348829084	1.5905876722895218	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.1785714285714285																																									
SRSF6	Patient4	197.0	100.0	126769.62676962678	68965.51724137932	1554.0	1450.0	67.0	51.0	79.0	37.0	32.0	31.0	16.0	15.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564								4.364319973034309	2.17245638485344	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.2153846153846154																																									
VTA1	Patient14	693.0	1194.0	596899.2248062015	699063.2318501171	1161.0	1708.0	228.0	247.0	218.0	387.0	391.0	416.0	5.0	2.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.5897609629516254	1.2335976803157715	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0623655913978494																																									
VTA1	Patient15	613.0	1275.0	445494.1860465116	495530.5091333074	1376.0	2573.0	206.0	213.0	194.0	421.0	433.0	421.0	27.0	24.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.162815387388341	0.480572364848523	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0466830466830466																																									
VTA1	Patient16	641.0	567.0	459498.20788530464	446105.4287962235	1395.0	1271.0	201.0	203.0	237.0	204.0	184.0	179.0	25.0	28.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.9529078493170864	1.8740980492574488	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0772727272727272																																									
VTA1	Patient23	127.0	581.0	190977.44360902256	501294.21915444353	665.0	1159.0	34.0	42.0	51.0	221.0	193.0	167.0	31.0	22.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.792873627957322	1.5918376701306731	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0967741935483871																																									
VTA1	Patient24	548.0	804.0	517469.3106704439	484045.7555689343	1059.0	1661.0	189.0	168.0	191.0	285.0	266.0	253.0	19.0	26.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.5624676038939334	1.185459014661575	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.064066852367688																																									
VTA1	Patient25	664.0	856.0	483965.0145772595	439876.67009249737	1372.0	1946.0	256.0	214.0	194.0	292.0	278.0	286.0	24.0	29.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.2216198255518806	0.584288700450671	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0490196078431372																																									
VTA1	Patient29	569.0	1270.0	545019.1570881226	683898.761443188	1044.0	1857.0	180.0	207.0	182.0	421.0	410.0	439.0	14.0	3.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.589432897307696	1.2330190544928248	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.0642673521850899																																									
VTA1	Patient7	856.0	889.0	495944.3800695249	521407.6246334311	1726.0	1705.0	299.0	258.0	299.0	297.0	284.0	308.0	22.0	19.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.933859995250038	1.8405023941229752	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0736086175942549																																									
VTA1	Patient8	726.0	648.0	534216.3355408389	549618.320610687	1359.0	1179.0	253.0	223.0	250.0	221.0	199.0	228.0	16.0	17.0	534216.3355408389	554969.8795180722	534575.3244359668	557507.4652786839								1.4589303309566788	1.0028451358004786	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0570824524312896																																									
novelGene_SRSF6_AS	Patient18	21.0	12.0	21255.06072874494	8651.766402307137	988.0	1387.0	8.0	6.0	7.0	6.0	3.0	3.0	2.0	7.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								0.7128714979224281	0.9741100928418642	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	-0.0769230769230769																																									
novelGene_SRSF6_AS	Patient26	18.0	26.0	10650.887573964495	17699.115044247785	1690.0	1469.0	2.0	11.0	5.0	9.0	8.0	9.0	4.0	1.0	4360.46511627907	4308.023694130317	5568.635320149852	5786.175889951817								4.0	5.465838349159882	1.0	1.0	1.0	1.0	1.0		Cyclo_Allelic_Imbalance_gene_top_ranked_data.tsv.gz	0.375																																									
HARS1	Patient2	145.0	71.0	113547.37666405638	65437.78801843317	1277.0	1085.0	49.0	47.0	49.0	24.0	28.0	19.0	31.0	31.0	310319.7674418605	347138.5542168675	317227.10950330645	326306.0749468037	75.0	70.0	0.0	71.0	0.5172413793103449	0.0	1.0	19.80269392417545	5.576848698215066	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	merged_ranked_gene.tsv.gz																																										
SRSF6	Patient1	191.0	95.0	100420.60988433228	55329.0623179965	1902.0	1717.0	49.0	76.0	66.0	34.0	29.0	32.0	19.0	19.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	24.0	167.0	0.0	95.0	0.1256544502617801	0.0	1.0	3.8224523585510486	0.418986254668977	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
SRSF6	Patient15	324.0	294.0	235465.1162790697	114263.505635445	1376.0	2573.0	109.0	108.0	107.0	96.0	97.0	101.0	5.0	11.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	85.0	239.0	4.0	290.0	0.2623456790123457	0.0136054421768707	0.9013923761698244	13.043250408555782	2.844467836015888	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
SRSF6	Patient17	56.0	25.0	57435.89743589744	20374.89812550937	975.0	1227.0	19.0	25.0	12.0	9.0	6.0	10.0	25.0	27.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	18.0	38.0	0.0	25.0	0.3214285714285714	0.0	1.0	6.305408590728806	1.0721146038398586	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
SRSF6	Patient19	74.0	31.0	60211.55410903173	20025.83979328165	1229.0	1548.0	21.0	34.0	19.0	12.0	11.0	8.0	23.0	28.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	38.0	36.0	0.0	31.0	0.5135135135135135	0.0	1.0	13.389685621117698	2.935595764709489	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
SRSF6	Patient25	341.0	346.0	248542.2740524781	177800.61664953752	1372.0	1946.0	108.0	125.0	108.0	114.0	115.0	117.0	3.0	6.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	43.0	298.0	8.0	338.0	0.126099706744868	0.0231213872832369	0.6901056458025674	4.711534879942023	0.6528546539373214	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
SRSF6	Patient26	668.0	201.0	395266.2721893491	136827.7739959156	1690.0	1469.0	241.0	219.0	208.0	64.0	65.0	72.0	1.0	10.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	123.0	545.0	4.0	197.0	0.1841317365269461	0.0199004975124378	0.8049279065522906	8.704083883863087	1.7030733030303382	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
SRSF6	Patient29	61.0	35.0	58429.11877394636	18847.60366182014	1044.0	1857.0	21.0	20.0	20.0	13.0	9.0	13.0	24.0	29.0	126769.62676962678	67276.64155005381	138239.81160383418	108178.14236289564	25.0	36.0	0.0	35.0	0.4098360655737705	0.0	1.0	9.798758393786324	1.9910215746430544	1.0	1.0	1.0	1.0	1.0		merged_ranked_gene.tsv.gz																																										
